              Gene  norm1			  norm2	        norm3	        norm4	        norm5	       norm6	        norm7	     norm8	        norm9	     norm10	        norm11	     norm12	        norm13	     norm14	       norm15	     norm16	        norm17	     norm18	        norm19	     norm20	        norm21	     norm22	        tumor1	     tumor2	        tumor3	     tumor4	        tumor5	     tumor6	       tumor7	    tumor8	        tumor9	     tumor10	  tumor11	     tumor12	  tumor13	     tumor14	  tumor15	     tumor16	  tumor17	     tumor18	  tumor19	     tumor20	  tumor21	    tumor22	        tumor23	    tumor24	        tumor25	     tumor26	  tumor27	     tumor28	  tumor29	    tumor30	        tumor31	     tumor32	  tumor33	     tumor34	  tumor35	     tumor36	  tumor37	     tumor38	  tumor39	    tumor40
           1408      187.16750      164.44625       76.48875      160.08000      111.51125      284.42375      103.88375       98.92250       68.32250      135.92875      141.78875       36.39750       50.26000      269.64125      422.40625      306.98625       87.30750       71.29375      134.96000      115.20375      201.97125      136.56500       82.14250      111.72375      118.49125       76.48125       80.92750      153.36625      171.42500      142.93750      117.57125      133.27375      169.92375      205.14125      115.40625      122.10750      185.01375       67.62000      127.33000      137.95625       59.25625      217.57375      130.27500      285.92750      329.81875      594.01750      269.30875       81.79875      153.89500       16.39125      101.44875      101.74250       82.05000      129.91875       93.27625      192.93375       41.49500       41.18500      216.36750      179.13375      150.74875      329.52250
           1409      135.25500       77.60125       73.04500      138.41250      219.76750      165.30000      101.09000       64.14625       16.39125       81.26750      193.22125       20.30000       46.57625       73.77000      323.95750      177.27500       75.08500      243.48125      266.41125       78.56875      135.11250      136.40375       56.24750       23.80500       87.63375       67.50250       93.16250      157.83625      231.85500      141.78875      248.49625       55.73500      108.06000      124.49375       99.05500       96.77875       75.06625       88.47875      143.39625      161.61500       56.72125      104.34125      143.84375      208.34500      214.17125      345.13000      160.36375       62.64875      178.96375       26.52250       37.46500      182.55500      133.29875       42.97750       87.65375       64.16625       77.89125       37.98125       82.74750      136.68000      111.85125      452.62625
           1410       66.82750       60.37375       74.01375      115.19125      165.02375      122.05375      110.12500       51.18750       16.37500       51.12000       68.22875       18.76625       99.82250       66.70375      221.17500      213.89625      110.60500      138.94875      105.96125      106.95125      110.71250       63.15250      129.39375       33.66500       83.80375       78.49500       82.19625      164.14375      317.99750      211.72500      187.37250       98.12000      104.20625      148.07125       66.78875       50.91750      101.35750       84.59250      102.30375      131.28375       54.41875       88.56875       90.25750      213.61375      290.30375      256.84250      328.64375       62.64875      103.37000       35.97500       51.70500      110.53000      103.51750       23.89000       82.70875      101.95000       61.86250       40.62125       75.23875       35.78000      101.06500      344.64500
           1411     1095.13250       20.90125      367.59375      248.94750     1106.53620      515.00750      362.44875      472.61875      320.85625      590.96125      573.18875      233.48750     1124.18880      474.22375     1024.51750     2847.83380      973.94875      553.74000      539.35625      222.53750     2459.54380      979.90375      141.19250       89.63000      118.93125      102.53625      331.59125      227.22750      693.35250      404.42125      263.37875      215.86500      161.11125      222.88000       91.42250      166.93375      269.09000      125.73375      260.81500      333.61250      133.04750      170.61375      242.78000      259.91750     1556.00620      344.18375      165.00125      182.66250      931.46000       93.41000       73.82250     1487.66000      700.99875       16.34625      126.88000      934.08625      477.97750       58.31375     1632.13370      161.54875      100.39000      183.98750
           1412      181.15000      184.81750       73.96250      126.70625      140.11250      178.22000      167.45000      110.21625       36.24125      123.65500      182.87625       16.31375       36.24750       63.23375      130.47750      145.07875      116.32750       59.20125      148.87875      102.75500      136.24375      110.33375       17.66750      233.26375      133.67250      116.93625      105.39000      236.16250      429.63500      390.29000      296.15125      201.83375      183.23250      226.10125      120.97125       79.68625      485.16625       71.07375      233.99250       80.02625       41.77625      172.76625      193.51000      100.99500      300.79750       47.61750      181.75750      120.32500      109.01500       43.46500      220.23875       82.32625       70.12375       80.47875       51.17750       54.33625       75.10750       52.81875       48.46000      133.13000       53.94125      269.80500
           1413      233.10875       95.20500       34.96125       60.86625       47.24625      197.44750       35.23625       92.05125       65.92875       41.91375       90.96125       16.30000       46.21875      122.54375      148.05750      138.77625       92.35500      172.87000       43.67750      227.90875      179.84625       99.56000       20.52500       20.75750      116.85250      192.74625      171.74250      240.40500      271.54875      585.87375      132.67750      128.35750      139.51875      188.69375      230.36375      175.80250      161.03500      168.87625       65.61375      233.94375      100.23625      156.27750       71.38375      425.64375      283.04000      651.57500      425.93375      208.51000      132.33000       50.77125      154.15500      330.25250      146.50000      121.37000       39.10125       71.82875       35.86500       37.32625       68.59375      344.46750      152.71250      520.61500
           1414      444.02375      125.24500      149.17750      215.88250      185.43375      507.04500      138.41000      120.48750      227.18125      156.73500      430.93125       48.18500      149.30500      398.68875      183.49625      203.47375      248.61125      331.94500      220.52875      514.06375      369.22500      271.23500      322.63625       91.06500      506.14500      353.40000      291.21000     1416.19370     1070.21620      835.70750      432.69000      386.42625      337.79625      712.38875      575.42875      299.58000      786.08625      264.20875      256.46500     1162.54750      325.90875      413.64750      177.22500     1721.11000      588.67625      616.42625     1055.67000     1022.58880      339.48125      375.78125      695.38500      873.09250      386.91500      449.78000      332.40250      104.85750       16.29250      421.41375      237.68375      611.00500      364.19625     2641.13500
           1415      123.99524       42.56667       52.46429      118.81905      205.10357      126.07381       39.57738       33.56309       30.14048       86.89048      186.03571       22.19286      107.00119      141.95000      199.68095      258.41190       96.31667      149.20357      147.62143      153.76905      174.77143      134.70952       58.76548       47.28809       96.28452       70.47381       93.12738      135.94762      217.59286      217.45119      194.08095      101.35238       74.43810      127.96548       73.32024       79.36429      175.34762       60.15476       62.07976       89.68214       28.11429       71.81548       76.83929      178.01190      314.86071      215.93333      287.74286       72.17619      129.96310       22.72262       16.23691       85.85357       81.67024       37.85714       79.65357      119.47738      125.59286       30.88571       99.11905      106.79643       92.42262      302.91310
           1416      138.60750       77.69125      152.39750      192.45875      203.04750      288.86625       59.15875       47.85750       29.26750      169.81500      103.16750       16.21750      225.32750      267.00250      660.44750      384.61750      409.22000       73.37250      342.74625      219.95625      200.42000      420.56250       73.83000       89.99750      101.96125       37.27625       70.20125      123.30250       86.83000       96.69625      352.05500      183.21750       54.85375      196.68375       48.39625       91.54125       58.96125       54.80125       63.03000      150.77625       62.34375       58.36125      118.82000      349.40625      291.58500      287.94625      230.47750       43.46000      165.45000       42.75875       86.86750      195.64125      106.67250       54.04000      152.34875      291.81500      409.14750       61.07750      163.69375       19.74000      119.24375      166.11375
           1417      159.50375      115.89500       37.22500       55.11000       70.87375      388.62500       37.08375      103.96500       39.61000       37.11375       70.04500       28.91875       78.63125      607.87375      180.77000     1205.91880       56.25625       25.75750      186.85250       84.82125      110.66125      105.59750       20.83625       54.97250       18.05125       80.97750      139.63875      248.12000      223.93125       87.27125      168.36500       37.01000       62.24500      214.23000       63.63500      122.00750      106.10125       57.15875       52.34625       83.62375       98.90625      131.44375       79.18125       89.49250     1095.43880      193.55125       43.13000       41.24875      132.86625       16.21500       37.21750       59.19375       95.34500       34.49750       67.68125       70.70875      221.98375       39.90625       96.48500       68.98750      109.34375       33.52625
           1418      208.20357       93.67143       85.82381       87.01310      116.66548      255.18810       72.31190       42.83452       78.38690      105.80357      145.77976       25.60119       91.51786      137.21548      361.91905      162.08333      158.23095       97.69524      107.81786       97.15952      131.55357      124.13929       30.36905       65.97619      108.04881       89.66309       86.08452      210.90714      333.89524      206.24881      175.58929      141.66667      157.92024      173.03095      102.11548       57.31429      267.42500       72.51429      111.42024      106.79167       43.35833      148.47381      109.68095      205.60833      296.88333      235.10119      135.79167      151.10000      118.78214       74.15476      150.45119      148.63810      106.82857       90.64405       94.46548      120.37381       16.13690       67.25595       81.84881      140.99881       95.54286      301.54286
           1419      108.35500       69.92875      111.33250      139.21375      217.00375      198.42000       92.16375       63.62250       97.59375      172.09125      163.82125       16.10500       67.09375      274.52500      235.30625      148.82500      124.66750       18.19750      173.75500       59.74125       50.54625      104.98250      111.22875       27.24250      272.47625       81.60250       66.51625      155.13625       79.95750      127.30375      110.91000      153.26750      186.94625      191.30500       84.41000      143.71125      121.50875      146.68500      169.77125       72.94000       35.36750       92.45750      188.94375      249.46875      171.08750      349.89125      471.22625       82.14625       71.83000       91.06625      155.64500      258.94750      138.35125      154.09750      169.91625      173.25625      136.23375       80.43000      115.39875      142.67125       70.38250      482.95625
           1420      118.36389       96.01944       40.98611       58.76528       99.33611       16.94167       56.69722      106.12778       25.54306       53.89722      103.19722       16.09028       81.26111       62.74167      129.65000      100.72222       78.68194       37.54583      162.22778       56.80000       77.43750       63.64306       22.61389       98.78750      139.33611       85.39722       61.89583      129.79861      256.79028      128.92639      209.69167       50.43194       38.88056      101.71389       52.90000       24.76806      253.62222       29.70278       55.97500       48.82083       57.41111       68.28056       94.17361       54.48889      206.50972       93.26944      108.12361       67.63333       53.52500       39.62361      212.42917      116.52639       59.31667       53.06528       28.76944       64.78750      133.88472       33.36667       76.23333      105.41528       41.83472       76.81389
           1421      200.66750       47.62625       78.61500       56.37375       84.39000       88.34250       60.43125       36.78000       16.99625       72.71750      158.91875       27.50750      294.76375      155.13250      502.35250      394.12875      307.92000       74.89000      270.44375       87.05750      350.38625      262.86250       31.80500       35.47500       38.64875       29.47625       55.65000      100.56375      162.46375      128.86375      141.95750       78.50125       58.98750       95.67250       33.20625       27.69500      116.00625       37.31750       54.71250       71.60250       29.82250       25.69625       56.50750      111.32500      569.80625      160.86625      122.05750       38.10375      198.30500       21.78000       25.76875      100.89250       98.57000       16.07250       38.00000      292.19000      137.45750       17.18750       94.85375       39.21625       50.09250      158.06500
           1422      118.70875      129.40125       74.12625      115.27875      146.99000      104.66750       40.69875       51.62875       16.05125      124.83875      222.66375       18.15625       71.29875      119.64625      342.56625      289.66125       72.78625      246.89375      245.51250       86.59750      183.49125      124.80000       47.15375       87.47375      114.73250      108.05000       93.57125      220.99500      375.93625      197.22750      305.68375      120.20250      146.46375      211.00750      100.16875       93.18375      273.11750       83.91500       88.19375      157.31375       77.51500      110.26375      145.90750      254.45875      312.59125      276.10125      321.97750      148.47625      204.01125       40.00125      124.64375      193.21375      139.64125       45.06625      103.45875       69.06625       56.71500       43.30500       78.08625      177.42875      136.56500      377.28000
           1423     1644.42620      973.16875      325.04500      541.53250      774.27875     2221.75130     1236.29880      277.54375       89.84000      296.63125     1224.73250       69.13250     1214.46370      480.35625     2008.51370      992.03125     2202.90380       55.17750     1343.42120      148.65875      887.69500      953.95375       16.04250      333.62500      102.75875       85.42625      137.65375      178.57375      413.35500      216.26125      664.96250      111.43875       43.59250      170.10375      181.66500       30.19750      401.69000       51.14625      244.73750      165.18500      182.51875      126.43000      282.37750      228.12000     1494.58750      103.12750       99.58000      309.49375      590.41375       49.02125      183.70625       21.08000       76.66125       51.82625      124.02000      697.32750      374.20000       88.56625       83.51375       81.27125       58.47750       61.53000
           1424      664.49375       97.55000       98.45625      384.99062      249.75625      572.43750       89.95000       16.01250      226.33750      174.04688      464.37500       58.52188      243.52500      749.20000     1166.46250      833.17812      331.63125      258.45938      372.46250      505.50000      861.74062      625.54688       67.76250       81.88125      261.28125       96.56250      316.96875      476.60313      391.30625      631.69062      535.42188      257.46250      409.64375      920.02188      416.91250      174.18125      592.37500      109.77813      183.63125      466.49062      170.65938      272.85625      100.25000     1367.66560      969.21562     1680.16560      842.24063      401.14688      742.68750       75.43125      188.78125      407.58438      415.63125      117.21875      146.26562      586.94688      312.17188      173.31562      329.31562      202.21562      702.57812      740.51250
           1425       35.35250       64.16500       81.88250       93.64375       73.70375       95.74500       38.48125      116.61750       47.67125      110.37625       68.69000       19.48625       63.01750       69.86625      160.50875       66.09625       69.32500       15.97000      104.51250       67.51000       51.12750       70.50125       79.44625       49.95500       91.02125       46.72375       32.14125       81.58250       53.81125      100.60500       79.63500       30.67625       62.61375       97.88375       45.02125      121.54750       89.39750       76.44750       48.97375       71.27125       35.26875       91.45375      170.74875      212.73375      123.47250      203.17750      241.18000       41.19875       31.44125       61.38500       85.39625      199.51250       70.44625       88.96125      130.88250       56.21625       92.69625       26.20000       69.63250       55.94875       48.00875      158.37625
           1426       94.55250       80.76375       87.81375      108.11125      124.40750      159.16500       71.75500       47.70000       85.75125      105.88750       97.45375       15.96625      121.30500      183.72250      327.10875      143.50875      186.77750      243.86000      225.32375      146.39125       77.80375      186.62375      157.37125      105.53750      239.16375       49.74250       61.58875      163.50000      145.63000      168.05125      208.21625      161.62625      112.57000      179.53250       96.47750      186.37250       81.83875      122.64000       88.91750      113.00750       62.74375       72.15250      129.64625      202.02500      247.36750      308.26250      247.80125       64.38875       82.05375      101.35750      188.66375      483.15875      117.03000      148.14750      108.96250      127.99500      126.93875       76.53750      137.13875       84.49875      161.06625      320.12375
           1427       80.79750       29.67000       38.77625      103.15250       78.04750      102.83000       48.40500       83.68875       40.05625       59.89875       33.89625       36.90750       59.89250      161.41000      250.66750       68.02500       82.33875      131.96875      102.32625      177.06500       90.41625      113.16125      212.16250       15.96000       89.35875       57.07125      100.12375      155.70000       63.21000      216.14625       39.00000      157.89625       98.97000      116.38500       68.76875      139.54250       77.83125      140.48000       88.78000       82.82875      105.43000       75.93250      139.50875      451.66500      178.86375      340.64250      365.01125       49.15375       63.75625       22.93125      242.34625      488.18000       95.83250       67.25625       58.24500      126.27625       64.81625       26.55875       36.45125       57.63000      131.83875      192.23125
           1428      118.26250       40.13125       22.61250       19.37125      115.26875       75.56000       42.93750       20.61000       35.59500       55.60875      139.14500       15.94500       85.39875       71.21500      260.63375      200.86875      104.22000       64.83375       84.12750       59.50500      135.65000       77.12875       52.30250       15.92500       80.54375       66.55250       83.00625      103.79375      195.36125      172.05875       97.63000       84.04125       40.67375       80.04625       45.29875       66.24875       91.25375       75.95875       71.87875       59.77250       29.89750       32.72875       50.36000      293.63250      227.82125      170.00875      237.41000       44.73250       80.71375       25.64625       50.71750       75.35625       28.08500       46.31875       80.00875       99.01000       21.29375       17.78000       82.83625      116.74250       70.68250      181.81500
           1429      123.26250       74.34500       43.92125      109.66875       80.03125      130.72125       51.19125       27.82250       34.04250       58.41500      176.11875       15.86625       63.06500      238.08000      205.51000      263.86125      185.42375      108.51625      131.48750      419.71500      198.33875      133.68625       82.65375       88.11875       72.55875      141.83625       85.47875      186.45625      229.48750      613.84750      233.15875       89.70875       79.40875      202.41875      114.60875       97.30000      217.50375       54.08375       96.52500      131.92875       73.11750       88.81500       92.96250      325.97125      305.63375      326.66625      330.29000      147.29500      181.43625       50.22625       40.07375      174.45625       83.30250       50.16625       30.61625      127.52625      109.32500       87.77250       71.80750      131.76625      126.01125      179.16000
           1430      140.36905       36.05238       37.00119       23.18810      203.67024      117.94286       16.85238       26.22024       20.60595       71.83452      162.23095       15.80595       92.07976      190.63214      319.12024      318.63810       83.74881      175.82024      150.92857      244.57143      238.47381      153.06071       55.24643       21.52738      154.98452      157.10119      111.74048      170.93333      200.88810      215.72262      159.93929      173.55000      129.41190      180.15952       55.90357      119.70595      238.12500       62.18929       78.29762      137.87738       62.83452       78.70000       76.11548      260.39524      369.72143      309.87262      500.78690       54.08929      190.89643       30.09405       18.87976      208.63571       94.61548       23.49405      103.00000      197.42738      135.52500       93.80119      156.48214       78.68452      164.39048      470.40833
           1431       66.09643       36.45952       48.42619       68.83095      149.76905      116.47857       79.82262       63.87024       24.90714      113.59286       49.07738       16.94881       99.92500      192.36548      285.62857      195.74286      178.15833       38.12738      168.55357      139.11667       95.06429      159.99048       90.69405       15.77619      146.83690       43.27857       37.32738      127.37024      107.39524      113.43095      200.74881       85.51786      110.77619      114.42738       82.57381      120.35119      125.16310       93.29762      105.77619       99.27143       50.84048       63.77619      118.63095      297.40238      253.24643      349.08333      393.63810       51.94643      101.78095       43.86548      122.26786      190.57262       59.23571       94.11190       92.72381      124.58810      146.52024       41.32024       84.89167       74.74524       88.25357      225.50476
           1432      370.35750       84.58125       96.69250      107.80000      420.67375      249.22875      177.19125      128.55375       81.22375      196.05625      543.51125       46.76875      272.65375       78.14250      621.79000      823.10375      447.68750       62.64875      173.63375       49.82875      206.98500       70.81125       76.97500       59.24250      290.75375      493.96625      459.68500      459.96250      877.03375      705.24250      432.53750      296.73625       87.12625      339.80375      288.04250      271.71250      270.70750      398.93500      315.61125      118.18000      103.86625       89.56000      184.11875      754.67500     1282.76000      449.14500      403.03000      165.11500       96.76250       86.86875       87.03125       93.09750       23.25500      111.63375      174.11875      139.00375       15.77375       21.32000      328.24750      266.69250       74.02125      816.70125
           1433      357.84000      227.49500      112.95250      143.14875      454.56625      557.83750      190.25875      164.20750      107.24875      164.56250      541.65625      168.99125      240.77000      190.62000     1094.42500     1004.73870     1048.69380       40.41750       52.01250       79.81750      108.36375      187.57375      338.36375      345.74500      201.54125      240.23250      266.46375      144.62375      587.68750      986.28375     1061.48880      505.20000      175.50375      305.84375      168.27125      283.21125      238.46750      170.12375      241.97625       28.22250       74.40625      204.91625      175.16625      572.68250     2120.28880      987.27750      688.55250      113.69000       79.67250      227.79375       37.24375       31.28375       20.55375       27.06625      135.90375      145.06500      118.37750       15.77000      202.24750      177.05125      164.57500      469.90125
           1434      244.45714      102.62024       75.39524      108.69643      137.65238      375.95952       58.62500       40.00833       67.89881       84.34405      192.58214       15.75952       87.94286      516.05714      636.31429      399.14643      265.06667      241.38214      185.02857      655.16071      339.48571      256.38690       28.86667       73.43095      123.97619      179.18214      107.05714      233.85238      268.52024      281.41667      194.62024      230.40476      185.75476      268.24762       77.98571      125.07262      237.20000       75.75000      139.92738      239.40952      135.50476      171.36071      119.74048      425.73095      516.43214      777.89167      365.21310       81.04524      422.56429       47.89048       60.40476      361.01190      164.73095       63.85476       67.52143      254.42857      301.67024      193.20119      168.69167      164.65595      222.67143      945.92500
           1435      218.04375       56.57250       23.55000       31.30500       68.54250      194.52875       34.97375       54.43375       56.53125       42.73000      131.66250       22.14500       68.72125      127.02250      271.34875      289.77750      104.45250       95.75375      207.29625       85.65750      193.30625       85.42500       48.68750       15.73125      106.93125      103.61750      106.33750      257.98375      308.48625      165.04125      217.90125       63.71125       50.53625      227.97000       88.99625       79.47375      236.46875       97.88500       75.05125      123.21500      141.64625       56.33625       37.98875      105.38125      205.07875      151.28250      335.65250       79.82250      120.22375       38.44500      187.10250      232.04250      189.17625      120.04500       41.63875      167.81750      191.25000      128.98625       96.19250      142.21375      109.25750      128.25125
           1436      122.72375       89.83250      176.18375      316.26000      230.65500      213.86625      192.73375      100.42500      141.06375      277.84750      140.46500       70.68125      237.48375      432.73125      598.90625      305.95375      206.21625       15.73125      390.69875      154.49000      260.46750      270.93500      151.63625       21.56875      357.74375       84.42750      134.44500      225.84750      207.52750      263.83375      215.09750      136.67875      209.29750      304.25125      185.03125      198.40000      154.54625      179.24875      169.69625      197.42125       98.49750       62.01125      170.35000      453.17125      659.98125      660.69000      739.24000      145.70500      154.57375       95.79750      156.04625      473.45750      229.13750      231.08125      181.27375      351.66875      119.74375       55.82750      326.72625      129.87750      108.94625      347.70875
           1437       63.61750       42.59750       81.69625      123.54375      187.36875      164.56250      114.18750       97.65000       87.38750       91.87250      123.95750       32.97875      106.81125       97.48125      299.26875       97.45500      158.71375      127.26750      202.34500       15.72875       73.50875       94.66625      106.61750       37.41125      170.42875       32.07625       83.12375       88.45000       40.14125      339.52250      130.44750       82.95000      130.16875       22.86500       74.45750      133.06750       17.48375      105.37875      105.52875       87.91000       27.75875      119.40125      220.81500      256.45750      177.92125      206.32000      184.87250       59.33875       54.60000       64.59625      125.68625      601.27750      179.09875       70.49625       45.99625      130.58250       51.33875       30.65875      153.44750       74.83500       52.89500       73.67750
           1438      173.31071       51.47738       19.40714       38.33810       56.40238      224.24881       24.21309       18.99881       47.99762       44.68691      128.40833       16.35476       26.70119      168.78214      313.23929      151.05119       50.00714       76.54762       56.45000      114.40833      144.05476       86.31548       15.64762       38.82738       81.51905       72.58095       92.53809       86.67619      178.79048      216.65476       88.15119      106.12857       50.24048      109.09762       78.18095       68.95833      118.28214       51.91548       48.06548       93.93571       49.72619       89.95000       41.07024      355.32143      267.92381      386.95952      231.55833       87.60000      131.79643       40.21548      145.10357      130.91548       51.49286       48.17024       37.86310       85.06786       74.56429       56.99167       75.20238      112.60952       79.93452      273.19762
           1439       59.77875       60.26125       83.65500       68.34875      122.97625       97.22625       49.61750       66.64875       35.88125      109.98375       74.37000       23.65375       79.91000      128.16500      225.25125      143.41000       56.45000       49.30750      121.50375       69.77750       76.44000       68.47125       90.85500       44.83625       71.77875       33.86875       37.44375       53.27875       17.63125       64.80625      106.77125       38.13125       30.72750       95.51000       47.98750       35.21000       73.51000       30.78125       69.66625       87.44875       24.00625       15.63625      138.18250      243.31750      171.63375      184.00500      179.42500       65.38500       56.00750       47.88875      129.10000      134.12875       64.92125       53.85250       53.64125       97.64625       60.72125       16.98750       69.36500       68.50875       42.46125      125.52125
           1440      347.18500      204.00875      107.12625       62.68625      102.44750      389.00500       52.95625       72.26750       22.71125       67.08750      163.30750       15.63250      423.30875      182.80375      358.17625      280.29250      134.75750      132.02500      225.39500      242.79125      222.05500      226.90000       54.56875      327.39625      114.90375      208.08625      136.81000      252.09750      518.30500      322.03750      997.15875      148.60500       39.14875      236.83000      109.39250      169.10500      367.54125       45.56375      142.70250      350.41500      327.90625      161.73375      451.10250      338.00625      345.14000      183.79250      397.53125      183.08625      143.28750      160.30625      211.19750      241.33500      319.99500       98.39250      158.76500      199.57875      763.08625      266.41375      136.76875      206.57875      312.03375      179.35875
           1441       63.54000       83.66250       47.11250       70.96000       20.80125       81.36500      105.49625       50.91625       16.43750       53.20375      108.29875       23.48750       15.62875      118.90000      119.87500       31.56000       85.04125       85.28375      113.96500       60.99750       68.81375       29.82750       25.04500       56.67875       64.45250       66.98625       50.25375       94.72500      181.25250      134.52875      177.82500       58.82375       74.73500      107.31125       68.88375       31.38625       56.04000       27.01125      137.13250       84.26500       17.65500       97.31125      102.74125      166.74375      188.47125      178.10125      137.26625       65.98125       32.98375       48.51250       34.62375      122.58750       31.85000       31.93750       54.04750       95.23000       38.76125       52.45375       66.47125       96.71250       87.72500      148.06000
           1442      123.61905       66.92619      124.61190      114.69286      205.11905      192.18690       94.87738      154.10595      108.45952      150.19286      136.74881       40.10000      165.93333      240.37381      108.02262       86.48690       93.17738       89.06905      175.74048       82.34048       72.17500      178.82857      192.31667       15.62738      442.17619       72.65952      138.96429      277.66429      289.48690      264.05119      378.23690      180.58810      338.64524      243.59762      155.52738      261.33810      143.14881      170.82500      109.40357      120.49048      105.87619      169.74524      184.27143      418.16548      299.45238      235.30238      708.73095      109.77619       71.59524      105.11905      280.96548      420.32024      248.16071      158.15952      103.23690      181.86190       45.05476       38.96310      113.27381      287.61429      172.27976      417.53810
           1443      121.54125       78.67125      135.21375      300.34625      291.31875      250.46375       68.50625      134.00500       60.20375      254.77875      118.92250       15.61375      191.85125      586.80875      473.85250      393.12250      186.22750      225.94250      219.39125      179.79750      195.35250      265.66500      104.00750       50.87125      277.35875       63.64500      108.40750       84.49500      195.94750      355.38250      278.51375      341.10875      296.32375      187.75625      104.79125      307.86000      153.70000      276.03375      139.07000      169.97125      311.82500      197.75125      374.74000      817.65875      277.67750      681.21750      570.76625       53.52500      146.90500       40.45875      291.36000     1143.27000       90.17125      197.30500      107.90625      256.98250      145.79125       98.75000      275.25250      128.75250      359.01250      460.70750
           1444       64.82619       34.31667       38.96429       49.49524      145.06905       70.71309       30.28095       15.61191       24.13095       63.73452      169.09048       16.18452       89.03809      106.30595      223.74405      234.28810       86.79048      161.17500      152.55952      111.23214      179.90000       97.59524       39.01786       34.90714       87.28214       95.87738      122.57024      180.39524      264.27976      206.58095      120.38452      158.37381       91.09643      151.01667       83.79167      138.41190      189.34881       84.40595       75.06071      175.77143       53.66667       54.44762       62.34524      433.45238      353.73929      343.80833      193.48214       60.02738      151.05833       25.29286       25.49762      216.03571       93.39048       38.31309       65.86786      119.58690       59.01071       32.38810       79.05119      128.17262       71.53333      383.94762
           1445      271.21667      898.06071      612.01786     3030.71670     1028.50480     1508.99290      418.08452      283.14881      244.54762      594.52738      538.43929      155.24643      318.05714      391.01905     1055.87980      901.33452     1329.76790       15.60714      880.96667     1604.99760      398.76905     1547.93570     2034.41190      856.38333     1123.05830     1017.45360      465.75476      135.00357      799.00833     2425.87140     2233.04400      620.50357      467.72857      514.74048      395.36190      756.07857      939.16905      200.12024      163.41190      416.86905      419.90119      487.09286     1048.08330      988.79167     2090.81070     3018.96550     3934.13210      121.06071      211.61905     1020.29290     1095.30240      601.09762      386.12262      361.49048      448.90000      638.92381     1596.30950      120.75714      311.09524      520.97976     1515.49290      474.31190
           1446      115.98250      125.30125       15.89500      143.41125       51.50250      102.82125       96.56125       46.71000       40.13125       15.59000      105.74500       25.89000       70.15000       63.05875       91.24125       67.64250       68.80750       70.99750      123.32750       48.99250       63.53750       51.23375       28.96375       81.39500      138.16750       45.65250       50.28125      174.18750      136.80125       85.26375       97.96875       16.81500       33.23000      139.18375       30.99500       38.20500       61.86750       30.39375      102.72750       92.68125       64.59250      107.70500       96.61375      107.47375      128.63125      104.75125       77.55250       82.66000       58.49625       46.74500       80.81250      103.40500       79.48375      100.94500       39.67125       42.61000       31.75750       59.03625       77.65250       94.89750       62.50875       29.48375
           1447       88.58125       48.37750       38.52500       60.48875       95.72875      105.39375       83.67625       94.26375       41.04750       61.65875       68.51250       15.55125       48.94250       84.24625      291.82000       94.09375      156.43625      113.18750      124.53375      117.26000       54.54625       91.54375      128.60625       26.67125      237.76625       74.05625       57.70250      143.56375      123.21375      200.68750      152.25375       73.66250      121.03125      102.69625       90.61500      228.73625       85.55500      272.82125      118.55750      181.24500       54.33500       83.55125      152.78625      671.97875      152.38625      663.16250      798.87500       75.58125       29.25125      118.78250      436.56500      344.42000      108.83000      117.15500       67.79000       75.11375       61.18250       34.55375      197.70500      150.96625      189.99625      324.87750
           1448       42.58750       25.87250       15.54750       47.28875       83.02250       45.94750       42.50125       22.58250       29.30625       34.76375       79.49125       36.25375       52.17625       90.89750      145.51625       77.17500       72.63125       50.48125       98.23625       45.71000       63.85875       65.44375       35.18000       23.14500       81.93750       24.52625       30.51625       80.28250       32.35125       46.54000       42.50000       36.08625       31.25000       50.24875       29.12000       52.60500       39.97750       46.26500       46.50125       44.31250       15.60250       33.50875       90.88875      164.45125      141.02875      158.16500      221.91375       64.64500       42.49875       28.38875      110.76750      137.69125       40.59000       33.18375       28.74500       59.87750       18.22000       19.77125       40.39500       61.40500       48.79000       94.07500
           1449       62.47262       87.95119       30.25238       65.52738       35.67738       89.57738       30.80000       40.75238       15.51071       25.77262       72.25714       17.49881       72.39286       68.11905       84.94167       72.44881       89.39167       41.96191       96.79643       64.37024       69.65357       51.39881       21.42619       45.40238       55.96667       45.70595       51.61429      124.14762      136.61190      111.73095      138.07381       20.01548       24.45833       83.96667       45.84524       27.80357      112.30238       26.87024       53.40714       57.54286       51.02500       48.71310       59.11667       87.30357      129.69167       79.10952       64.16548       61.98333       50.08452       20.13810      108.36667       85.33929       49.14524       37.74048       28.87857       57.82976      131.58929       43.88333       50.53929       76.47619       52.26548       30.83809
           1450      282.91875      167.22000       61.05500       56.28375      125.85250      220.77500      124.43875       68.72875       40.42875       44.48375      243.62625       15.49125      111.28250      169.28375      322.48375      293.17000      268.77625      147.56375      403.31750      165.21375      323.99500      116.64750       41.68000       64.52125      284.14750      203.92250      143.60000      487.37500      552.60875      256.76000      530.46500       81.66375       78.28875      202.10000      357.16750      149.84250      236.73750      178.46250      123.04375      342.70500      216.22250       85.25375      176.33625      202.00625      503.68000      390.68125      302.04250      184.06000      112.73125       76.91750      257.64500      212.41875      190.70875      134.78375       85.68125      209.45875      155.51875      240.18000      389.77750      235.07875      123.78125      115.45875
